case_id,route_id,entity_value,observed_rows,forward_actual_rows,governed_15_models,accuracy_models,forecast_rows,build_viewer,build_accuracy,build_forecast,taxonomy_alignment,fabricated_actuals,falsely_claims_15_models,eligible_for_accuracy
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::EURPRD06,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,EURPRD06,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::EURPRD07,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,EURPRD07,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::EURPRD08,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,EURPRD08,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::EURPRD09,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,EURPRD09,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::EURPRD10,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,EURPRD10,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::FRAP264,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,FRAP264,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::GBRP123,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,GBRP123,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::GBRP265,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,GBRP265,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::GBRP267,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,GBRP267,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::GBRP302,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,GBRP302,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::IDNP305,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,IDNP305,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::INDP287,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,INDP287,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::INDPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,INDPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::ISRP290,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,ISRP290,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::ITAP293,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,ITAP293,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::JPNP286,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,JPNP286,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::JPNP301,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,JPNP301,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::JPNPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,JPNPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::KORP216,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,KORP216,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::LAMP152,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,LAMP152,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::LAMP215,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,LAMP215,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::LAMPRD80,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,LAMPRD80,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::MEXP297,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,MEXP297,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::MYSP306,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,MYSP306,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP100,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP100,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP101,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP101,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP102,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP102,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP103,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP103,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP104,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP104,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP105,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP105,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP106,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP106,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP108,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP108,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP109,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP109,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP113,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP113,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP114,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP114,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP115,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP115,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP116,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP116,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP118,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP118,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP125,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP125,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP126,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP126,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP128,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP128,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP129,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP129,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP130,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP130,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP131,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP131,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP132,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP132,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP133,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP133,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP134,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP134,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP135,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP135,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP136,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP136,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP154,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP154,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP156,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP156,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP157,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP157,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP158,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP158,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP159,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP159,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP161,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP161,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP162,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP162,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP163,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP163,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP164,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP164,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP166,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP166,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP167,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP167,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP169,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP169,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP170,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP170,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP171,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP171,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP172,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP172,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP173,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP173,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP197,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP197,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP220,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP220,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP221,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP221,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP222,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP222,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP223,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP223,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP242,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP242,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMP243,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMP243,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD02,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD02,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD03,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD03,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD04,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD04,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD05,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD05,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD06,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD06,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD07,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD07,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD08,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD08,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD10,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD10,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD11,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD11,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD12,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD12,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD13,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD13,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD14,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD14,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD15,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD15,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD16,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD16,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD17,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD17,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD18,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD18,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD19,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD19,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD20,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD20,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD22,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD22,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD84,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD84,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NAMPRD85,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NAMPRD85,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NORP279,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NORP279,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::NZLP299,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,NZLP299,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::POLP291,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,POLP291,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::QATP289,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,QATP289,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::SGPP274,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,SGPP274,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::SWEP280,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,SWEP280,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::TWNP295,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,TWNP295,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest::ZAFP275,SSD|Phoenix|LEGACY_VARIANT|Low Volume With Efficiency|Forest,ZAFP275,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
