candidate_id,model_name,model_family,series_key,forecast_origin,horizon,forecast_date,forecast_value,actual_value,error,abs_error,squared_error,mase,rmsse,smape_or_mae_if_available,runtime_seconds,status,failure_reason,guardrail_pass,negative_forecast_count,notes
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,1,2026-01-28,4037323.230315,2718503.09812,1318820.132195,1318820.132195,1739286541083.1433,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,2,2026-01-29,4666112.476201,2722576.787756,1943535.688445,1943535.688445,3777330972260.1855,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,3,2026-01-30,3982727.361954,2727631.120751,1255096.241203,1255096.241203,1575266574680.863,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,4,2026-01-31,4224384.840263,2740409.134569,1483975.705694,1483975.705694,2202183895088.617,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,5,2026-02-01,4917028.543673,2744420.680837,2172607.862836,2172607.862836,4720224925655.685,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,6,2026-02-02,4012482.231372,2744420.680837,1268061.550535,1268061.550535,1607980095945.9697,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,7,2026-02-03,4914730.547882,2736384.022478,2178346.525404,2178346.525404,4745193584739.6,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,8,2026-02-04,4411316.791515,2733084.111107,1678232.680408,1678232.680408,2816464929590.3457,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,9,2026-02-05,3950759.808454,2733084.111107,1217675.697347,1217675.697347,1482734103908.7935,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,10,2026-02-06,4449090.554473,2734983.944822,1714106.609651,1714106.609651,2938161469247.827,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,11,2026-02-07,4588117.09803,2750875.949317,1837241.148713,1837241.148713,3375455038525.527,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,12,2026-02-08,4600789.08748,2751200.442793,1849588.644687,1849588.644687,3420978154556.612,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,13,2026-02-09,4593696.09908,2751200.442793,1842495.656287,1842495.656287,3394790243437.4053,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,14,2026-02-10,4587093.141456,2730214.464351,1856878.677105,1856878.677105,3447998421488.608,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,15,2026-02-11,4778192.680886,2722060.13397,2056132.546916,2056132.546916,4227681050487.304,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,16,2026-02-12,4640885.642447,2722060.13397,1918825.508477,1918825.508477,3681891331982.504,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,17,2026-02-13,4663669.928687,2729939.625004,1933730.303683,1933730.303683,3739312887382.8,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,18,2026-02-14,4401533.070142,2754468.890774,1647064.179368,1647064.179368,2712820410957.923,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,19,2026-02-15,4309537.754213,2762812.59461,1546725.159603,1546725.159603,2392358719348.258,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,20,2026-02-16,4714000.928996,2762812.59461,1951188.334386,1951188.334386,3807135916243.4746,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,21,2026-02-17,5008558.873183,2749966.715857,2258592.157326,2258592.157326,5101238533134.838,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,22,2026-02-18,4088534.218213,2736910.926561,1351623.291652,1351623.291652,1826885522536.0818,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,23,2026-02-19,4489414.530913,2722303.566276,1767110.964637,1767110.964637,3122681161341.2915,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,24,2026-02-20,5279864.03174,2722303.566276,2557560.465464,2557560.465464,6541115534505.729,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,25,2026-02-21,4275242.416604,2741929.127991,1533313.288613,1533313.288613,2351049641038.5337,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,26,2026-02-22,4701321.267682,2751758.388152,1949562.87953,1949562.87953,3800795421240.314,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,27,2026-02-23,4790007.390333,2751758.388152,2038249.002181,2038249.002181,4154458994892.7974,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,28,2026-02-24,3894106.958636,2728774.549523,1165332.409113,1165332.409113,1357999623728.7366,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,29,2026-02-25,4599921.429711,2715727.865142,1884193.564569,1884193.564569,3550185388763.14,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-01-27,30,2026-02-26,4439548.156053,2715569.204609,1723978.951444,1723978.951444,2972103425021.4814,118.89761,33.16415,0.484082,0.5012,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,1,2026-02-27,3301421.678906,2715569.204609,585852.474297,585852.474297,343223121639.58325,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,2,2026-02-28,3850847.687399,2793552.30626,1057295.381139,1057295.381139,1117873522978.6982,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,3,2026-03-01,3346042.885279,2793552.30626,552490.579019,552490.579019,305245839904.42346,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,4,2026-03-02,3458522.283664,2791155.504447,667366.779217,667366.779217,445378418002.30994,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,5,2026-03-03,4017214.024895,2789932.601976,1227281.422919,1227281.422919,1506219691041.418,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,6,2026-03-04,3355051.148591,2789932.601976,565118.546615,565118.546615,319358971727.8845,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,7,2026-03-05,4043675.292805,2791147.317621,1252527.975184,1252527.975184,1568826328618.0085,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,8,2026-03-06,3648506.869374,2794794.655728,853712.213646,853712.213646,728824543727.7394,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,9,2026-03-07,3314251.975234,2802680.06888,511571.906354,511571.906354,261705815371.163,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,10,2026-03-08,3700894.372328,2802680.06888,898214.303448,898214.303448,806788934918.0656,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,11,2026-03-09,3829888.808622,2800880.885189,1029007.923433,1029007.923433,1058857306488.6735,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,12,2026-03-10,3892427.619056,2800880.885189,1091546.733867,1091546.733867,1191474272214.981,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,13,2026-03-11,3765229.559559,2801495.36631,963734.193249,963734.193249,928783595237.3947,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,14,2026-03-12,3827427.994992,2801751.172272,1025676.82272,1025676.82272,1052012944664.3401,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,15,2026-03-13,3955188.102779,2809944.67023,1145243.432549,1145243.432549,1311582519797.058,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,16,2026-03-14,3767128.241902,2819080.752945,948047.488957,948047.488957,898794041316.8572,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,17,2026-03-15,3802773.38641,2819080.752945,983692.633465,983692.633465,967651197132.5024,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,18,2026-03-16,3643350.524233,2818189.327603,825161.19663,825161.19663,680891000423.5378,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,19,2026-03-17,3548658.035532,2815393.128306,733264.907226,733264.907226,537677424168.8894,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,20,2026-03-18,3899899.201562,2815393.128306,1084506.073256,1084506.073256,1176153422928.8625,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,21,2026-03-19,4024063.758303,2817025.125759,1207038.632544,1207038.632544,1456942260452.6614,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,22,2026-03-20,3374740.029764,2819547.914958,555192.114806,555192.114806,308238284342.6456,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,23,2026-03-21,3676569.555182,2826654.055673,849915.499509,849915.499509,722356356305.6896,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,24,2026-03-22,4334631.415176,2826654.055673,1507977.359503,1507977.359503,2273995716772.8115,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,25,2026-03-23,3572551.927811,2823217.523531,749334.40428,749334.40428,561502049437.1577,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,26,2026-03-24,3888009.376357,2823217.523531,1064791.852826,1064791.852826,1133781689845.1055,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,27,2026-03-25,3993754.615324,2823545.453201,1170209.162123,1170209.162123,1369389483117.6921,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,28,2026-03-26,3246571.577094,2825421.955522,421149.621572,421149.621572,177367003750.28702,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,29,2026-03-27,3787196.353804,2828351.146477,958845.207327,958845.207327,919384131613.3358,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-02-26,30,2026-03-28,3628474.573871,2837347.011597,791127.562274,791127.562274,625882819790.1089,61.461011,17.557991,0.276029,0.5013,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,1,2026-03-29,3892628.732922,2837347.011597,1055281.721325,1055281.721325,1113619511361.8516,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,2,2026-03-30,4492905.916241,2835952.795105,1656953.121136,1656953.121136,2745493645643.805,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,3,2026-03-31,3942436.760684,2835469.480521,1106967.280163,1106967.280163,1225376559352.425,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,4,2026-04-01,3946529.763634,2835469.480521,1111060.283113,1111060.283113,1234454952710.2239,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,5,2026-04-02,4641764.855991,2838736.287115,1803028.568876,1803028.568876,3250912020181.7007,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,6,2026-04-03,3950910.424536,2841829.51473,1109080.909806,1109080.909806,1230060464495.61,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,7,2026-04-04,4699107.878831,2847689.547098,1851418.331733,1851418.331733,3427749839075.898,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,8,2026-04-05,4207861.644452,2847689.547098,1360172.097354,1360172.097354,1850068134421.1797,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,9,2026-04-06,3839633.40269,2840242.796193,999390.606497,999390.606497,998781584355.0371,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,10,2026-04-07,4362862.919947,2835422.264303,1527440.655644,1527440.655644,2333074956514.514,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,11,2026-04-08,4414153.945684,2835422.264303,1578731.681381,1578731.681381,2492393721796.252,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,12,2026-04-09,4475809.085403,2836993.66371,1638815.421693,1638815.421693,2685715986380.384,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,13,2026-04-10,4360923.430931,2843252.266043,1517671.164888,1517671.164888,2303325764731.678,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,14,2026-04-11,4494795.246829,2858251.548317,1636543.698512,1636543.698512,2678275277137.7344,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,15,2026-04-12,4558092.780768,2858251.548317,1699841.232451,1699841.232451,2889460215539.7393,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,16,2026-04-13,4349897.777171,2855765.230597,1494132.546574,1494132.546574,2232432066732.624,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,17,2026-04-14,4401822.107071,2853396.246209,1548425.860862,1548425.860862,2397622646587.483,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,18,2026-04-15,4207897.78407,2853396.246209,1354501.537861,1354501.537861,1834674416067.339,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,19,2026-04-16,4100688.240132,2857612.939578,1243075.300554,1243075.300554,1545236202848.0435,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,20,2026-04-17,4477091.242175,2862318.67542,1614772.566755,1614772.566755,2607490442343.1294,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,21,2026-04-18,4592942.507812,2870979.499665,1721963.008147,1721963.008147,2965156601425.7603,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,22,2026-04-19,3896916.490302,2870979.499665,1025936.990637,1025936.990637,1052546708756.8933,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,23,2026-04-20,4356713.397769,2870045.890471,1486667.507298,1486667.507298,2210180277254.2344,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,24,2026-04-21,4946650.920509,2870045.890471,2076605.030038,2076605.030038,4312288450777.0615,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,25,2026-04-22,4144372.048186,2871325.66041,1273046.387776,1273046.387776,1620647105428.2578,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,26,2026-04-23,4492694.541453,2874729.363454,1617965.177999,1617965.177999,2617811317216.9443,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,27,2026-04-24,4614224.065423,2877649.375982,1736574.689441,1736574.689441,3015691652007.282,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,28,2026-04-25,3802327.627695,2883506.228194,918821.399501,918821.399501,844232764180.2045,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,29,2026-04-26,4415665.623679,2883506.228194,1532159.395485,1532159.395485,2347512413173.2095,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-Multitenant,2026-03-28,30,2026-04-27,4193371.000273,2881033.902357,1312337.097916,1312337.097916,1722228658567.3835,97.644765,27.641475,0.40328,0.5046,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,1,2026-01-28,2976919.211622,2184435.657384,792483.554238,792483.554238,628030183737.3077,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,2,2026-01-29,3331988.869574,2190182.924615,1141805.944959,1141805.944959,1303720815943.792,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,3,2026-01-30,2916725.912066,2191131.550711,725594.361355,725594.361355,526487177230.66455,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,4,2026-01-31,2586890.637887,2209839.417992,377051.219895,377051.219895,142167622424.4173,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,5,2026-02-01,3373615.196458,2209839.417992,1163775.778466,1163775.778466,1354374062544.2283,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,6,2026-02-02,2784676.755764,2209639.106112,575037.649652,575037.649652,330668298517.23474,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,7,2026-02-03,3176319.79086,2179702.570924,996617.219936,996617.219936,993245883072.7705,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,8,2026-02-04,2963670.855155,2177134.519168,786536.335987,786536.335987,618639407828.1403,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,9,2026-02-05,2856839.417468,2177134.519168,679704.8983,679704.8983,461998748773.2096,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,EUR-Multitenant,2026-01-27,10,2026-02-06,3263856.208758,2181008.124699,1082848.084059,1082848.084059,1172559973151.32,64.110579,21.579717,0.304737,0.5014,ok,,,0,direct_multi_horizon;log1p
